game_id,game_date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2,Detail Summary,Play Direct,Play Indirect,Puck Recovery,Shot Deflection,Shot Slapshot,Shot Snapshot,Takeaway,Zone Entry Carried,Zone Entry Played,Play Direct,Play Indirect,Puck Recovery,Shot Deflection,Shot Slapshot,Shot Snapshot,Takeaway,Zone Entry Carried,Zone Entry Played,Play Direct,Play Indirect,Puck Recovery,Shot Deflection,Shot Slapshot,Shot Snapshot,Takeaway,Zone Entry Carried,Zone Entry Played,Goal Event,Play Direct,Play Indirect,Puck Recovery,Shot Deflection,Shot Slapshot,Shot Snapshot,Takeaway,Zone Entry Carried,Zone Entry Played,Play Direct,Play Indirect,Puck Recovery,Shot Deflection,Shot Slapshot,Shot Snapshot,Takeaway,Zone Entry Carried,Zone Entry Played
9,2021-01-27,Connecticut Whale,Boston Pride,1,1:06,4,5,0,0,Boston Pride,Christina Putigna,Play,158,80,Direct,,,,McKenna Brand,162.0,46.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,2021-01-27,Connecticut Whale,Boston Pride,3,16:17,5,5,0,1,Connecticut Whale,Alyssa Wohlfeiler,Play,170,12,Direct,,,,Tori Howran,133.0,3.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,2021-01-27,Connecticut Whale,Boston Pride,3,13:57,5,5,1,1,Connecticut Whale,Emma Vlasic,Play,197,55,Indirect,,,,Katelynn Russ,184.0,46.0,Play Indirect,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,2021-01-27,Connecticut Whale,Boston Pride,3,11:18,5,5,2,1,Connecticut Whale,Emma Vlasic,Play,176,4,Direct,,,,Alyssa Wohlfeiler,156.0,20.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,2021-01-27,Connecticut Whale,Boston Pride,3,7:26,5,4,3,1,Connecticut Whale,Alyssa Wohlfeiler,Play,191,31,Direct,,,,Emma Vlasic,176.0,40.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,2021-01-27,Buffalo Beauts,Toronto Six,1,15:29,5,5,0,0,Toronto Six,Brooke Boquist,Zone Entry,128,44,Carried,,,,Marie-Jo Pelletier,,,Zone Entry Carried,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10,2021-01-27,Buffalo Beauts,Toronto Six,1,12:50,5,5,0,1,Buffalo Beauts,Autumn MacDougall,Puck Recovery,187,45,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,2021-01-27,Buffalo Beauts,Toronto Six,1,0:11,5,5,1,1,Buffalo Beauts,Kristin Lewicki,Play,161,19,Direct,,,,Autumn MacDougall,174.0,43.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,2021-01-27,Buffalo Beauts,Toronto Six,2,5:56,5,5,2,1,Toronto Six,Taylor Woods,Puck Recovery,185,48,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,2021-01-27,Buffalo Beauts,Toronto Six,2,0:56,5,5,2,2,Toronto Six,Megan Quinn,Puck Recovery,164,72,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,2021-01-27,Buffalo Beauts,Toronto Six,3,0:19,6,4,2,3,Toronto Six,Emily Fluke,Puck Recovery,194,43,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2021-01-30,Buffalo Beauts,Boston Pride,1,11:50,4,5,0,0,Boston Pride,Lauren Kelly,Puck Recovery,171,60,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2021-01-30,Buffalo Beauts,Boston Pride,2,15:14,5,5,0,1,Buffalo Beauts,Autumn MacDougall,Puck Recovery,187,41,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2021-01-30,Buffalo Beauts,Boston Pride,3,3:51,5,4,1,1,Buffalo Beauts,Lisa Chesson,Puck Recovery,168,45,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,1,13:01,5,4,0,0,Toronto Six,Lindsay Eastwood,Play,151,24,Direct,,,,Mikyla Grant-Mentis,180.0,65.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,2,18:38,4,5,1,0,Minnesota Whitecaps,Haley Mack,Play,188,64,Direct,,,,Nina Rodgers,186.0,35.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,2,13:40,5,5,1,1,Toronto Six,Emily Fluke,Play,175,11,Direct,,,,Taylor Woods,158.0,49.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,2,0:33,5,5,2,1,Minnesota Whitecaps,Audra Richards,Puck Recovery,182,63,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,3,11:29,5,5,2,2,Toronto Six,Sarah-Eve Coutu Godbout,Puck Recovery,188,46,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,3,8:03,4,5,3,2,Minnesota Whitecaps,Nina Rodgers,Puck Recovery,175,25,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,2021-01-30,Toronto Six,Minnesota Whitecaps,3,0:30,5,5,3,3,Toronto Six,Taytum Clairmont,Zone Entry,125,71,Played,,,,Sydney Baldwin,,,Zone Entry Played,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,2021-01-31,Boston Pride,Buffalo Beauts,2,19:21,5,5,0,0,Boston Pride,Christina Putigna,Play,189,54,Direct,,,,Mallory Souliotis,171.0,30.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2021-01-31,Boston Pride,Buffalo Beauts,2,1:53,5,5,1,0,Boston Pride,McKenna Brand,Puck Recovery,185,36,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,2021-01-31,Boston Pride,Buffalo Beauts,2,0:08,5,5,2,0,Boston Pride,Samantha Davis,Zone Entry,126,79,Carried,,,,Marie-Jo Pelletier,,,Zone Entry Carried,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,2021-01-31,Boston Pride,Buffalo Beauts,3,17:26,5,5,3,0,Boston Pride,Kaleigh Fratkin,Play,129,66,Direct,,,,Mallory Souliotis,131.0,26.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2021-01-31,Boston Pride,Buffalo Beauts,3,14:33,5,4,4,0,Boston Pride,Jillian Dempsey,Play,162,8,Direct,,,,Lauren Kelly,129.0,19.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,2021-01-31,Boston Pride,Buffalo Beauts,3,13:44,5,5,5,0,Boston Pride,Meghara McManus,Puck Recovery,184,36,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,2,8:06,5,5,0,0,Toronto Six,Sarah-Eve Coutu Godbout,Shot,171,34,Snapshot,Missed,f,f,,,,Shot Snapshot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,2,4:44,5,4,1,0,Toronto Six,Mikyla Grant-Mentis,Play,135,67,Direct,,,,Taylor Woods,131.0,36.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,3,18:52,5,5,2,0,Toronto Six,Mackenzie MacNeil,Puck Recovery,196,41,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,3,16:15,5,5,3,0,Toronto Six,Mackenzie MacNeil,Puck Recovery,146,24,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,3,9:08,5,5,4,0,Toronto Six,Shiann Darkangelo,Play,167,64,Direct,,,,Taytum Clairmont,182.0,42.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,2021-01-31,Toronto Six,Connecticut Whale,3,8:47,5,5,5,0,Toronto Six,Taytum Clairmont,Play,161,44,Direct,,,,Mikyla Grant-Mentis,178.0,37.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2021-02-01,Buffalo Beauts,Boston Pride,1,8:54,5,5,0,0,Boston Pride,Samantha Davis,Puck Recovery,179,35,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,2021-02-01,Buffalo Beauts,Boston Pride,1,7:54,3,5,0,1,Boston Pride,McKenna Brand,Play,143,52,Direct,,,,Jillian Dempsey,180.0,61.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2021-02-01,Buffalo Beauts,Boston Pride,1,3:42,5,5,0,2,Boston Pride,McKenna Brand,Play,160,18,Direct,,,,Samantha Davis,168.0,56.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2021-02-01,Buffalo Beauts,Boston Pride,2,10:27,5,5,0,3,Buffalo Beauts,Whitney Dove,Zone Entry,125,73,Played,,,,Paige Capistran,,,Zone Entry Played,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15,2021-02-01,Buffalo Beauts,Boston Pride,2,3:04,5,5,1,3,Boston Pride,Meaghan Rickard,Zone Entry,125,83,Carried,,,,Dominique Kremer,,,Zone Entry Carried,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,2021-02-01,Buffalo Beauts,Boston Pride,3,16:39,5,4,1,4,Boston Pride,Lexie Laing,Zone Entry,124,41,Carried,,,,Marie-Jo Pelletier,,,Zone Entry Carried,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,2021-02-01,Buffalo Beauts,Boston Pride,3,10:14,4,5,1,5,Boston Pride,Jillian Dempsey,Play,157,14,Direct,,,,Mallory Souliotis,131.0,24.0,Play Direct,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2021-02-01,Buffalo Beauts,Boston Pride,3,7:04,5,5,1,6,Boston Pride,Meaghan Rickard,Puck Recovery,188,44,,,,,,,,Puck Recovery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
